case_id,incident_time,month,hour,season,sea_area_type,vessel_type,tonnage,leeway_key,incident_lat,incident_lon,elapsed_hours,wind_speed_mps,wind_direction_deg,tidal_current_amplitude_kt,l1_pred_lat,l1_pred_lon,synthetic_found_lat,synthetic_found_lon,delta_lat,delta_lon,l1_error_km,is_synthetic,synthetic_method
L3_SYN_0176,2024-08-13 12:22:00,8,12,여름,외해,어선,4.0,소형어선,34.15167,125.86639,3.11,2.3,210.0,0.9,34.13594,125.84356,34.13351,125.84308,-0.002431,-0.000474,0.273,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0177,2019-06-08 20:12:00,6,20,여름,연안,어선,4.0,소형어선,34.80694,126.36556,1.94,4.0,208.0,1.6,34.83876,126.40415,34.84003,126.40167,0.001273,-0.002483,0.267,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0178,2016-08-01 10:43:00,8,10,여름,연안,어선,4.0,소형어선,34.81667,126.31667,4.52,8.9,244.0,1.6,34.7966,126.30058,34.77281,126.30387,-0.023793,0.003298,2.658,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0179,2019-10-22 22:16:00,10,22,여름,외해,어선,4.0,소형어선,35.18889,125.7,1.94,8.6,210.0,0.9,35.19177,125.68944,35.19539,125.70111,0.003627,0.01167,1.133,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0180,2017-11-30 21:21:00,11,21,겨울,외해,어선,4.0,소형어선,34.18333,124.86667,2.28,4.9,326.0,0.9,34.15424,124.84686,34.15339,124.86098,-0.000844,0.014112,1.299,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0181,2015-09-10 08:27:00,9,8,여름,연안,어선,4.0,소형어선,35.0775,126.16056,3.23,3.5,265.0,1.6,35.1057,126.20947,35.1047,126.20536,-0.001003,-0.004102,0.389,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0182,2022-05-07 10:49:00,5,10,여름,연안,어선,4.0,소형어선,35.3675,126.35139,1.99,6.0,202.0,1.6,35.39982,126.39062,35.40094,126.37196,0.001119,-0.018662,1.694,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0183,2017-05-20 07:00:00,5,7,여름,연안,어선,4.0,소형어선,34.90056,126.35056,2.48,12.2,266.0,1.6,34.88028,126.34538,34.88109,126.34462,0.000814,-0.000756,0.114,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0184,2012-06-02 13:00:00,6,13,여름,연안,기타(레져선박),4.0,기타,35.82889,126.37722,2.41,6.2,251.0,1.6,35.79787,126.34517,35.80177,126.34331,0.003902,-0.001856,0.464,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0185,2024-10-30 12:08:00,10,12,여름,연안,어선,4.0,소형어선,35.38556,126.33889,3.15,7.7,216.0,1.6,35.36281,126.2949,35.37282,126.28787,0.010013,-0.007028,1.281,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0186,2022-04-22 16:28:00,4,16,여름,연안,어선,4.0,소형어선,34.26944,126.15667,2.53,3.8,245.0,1.6,34.30564,126.20143,34.3075,126.19646,0.00186,-0.004976,0.501,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0187,2012-03-28 17:20:00,3,17,겨울,연안,어선,4.0,소형어선,34.82222,126.35139,2.58,4.0,319.0,1.6,34.83915,126.38919,34.83786,126.4056,-0.001297,0.016411,1.502,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0188,2024-07-11 11:03:00,7,11,여름,연안,모터보트,4.0,레저보트,34.8,126.26361,1.14,2.9,265.0,1.6,34.78294,126.24602,34.77418,126.2433,-0.008753,-0.002728,1.003,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0189,2013-07-18 07:40:00,7,7,여름,연안,모터보트,4.0,레저보트,35.40056,126.23333,1.28,4.7,234.0,1.6,35.41199,126.24579,35.40405,126.2456,-0.007937,-0.000195,0.881,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0190,2021-07-15 12:44:00,7,12,여름,외해,낚시어선,4.0,소형어선,34.20833,125.47444,1.23,6.6,236.0,0.9,34.20888,125.47424,34.20736,125.47385,-0.001519,-0.00039,0.172,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0191,2022-10-23 09:33:00,10,9,여름,연안,어선,4.0,소형어선,34.73944,126.27389,1.61,5.7,253.0,1.6,34.75548,126.29592,34.75443,126.29302,-0.001052,-0.002901,0.289,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0192,2024-04-26 09:06:00,4,9,여름,외해,어선,4.0,소형어선,34.64,125.41278,1.88,4.8,220.0,0.9,34.63035,125.40252,34.62388,125.4093,-0.006474,0.006779,0.949,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0193,2019-06-22 14:21:00,6,14,여름,연안,모터보트,4.0,레저보트,35.32889,126.02472,8.0,5.8,265.0,1.6,35.31531,126.05534,35.32119,126.03947,0.005881,-0.015873,1.579,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0194,2024-06-10 23:32:00,6,23,여름,연안,요트,4.0,레저보트,35.39139,126.13139,0.91,1.9,198.0,1.6,35.40208,126.14324,35.39746,126.14922,-0.004618,0.005982,0.745,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0195,2024-01-03 18:18:00,1,18,겨울,외해,어선,4.0,소형어선,35.04333,125.41333,1.1,2.3,287.0,0.9,35.04523,125.41863,35.04357,125.42126,-0.001661,0.002627,0.302,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0196,2021-10-13 05:15:00,10,5,여름,외해,어선,4.0,소형어선,34.71806,125.21222,0.83,3.6,212.0,0.9,34.71692,125.20979,34.71903,125.20436,0.002111,-0.005427,0.548,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0197,2024-10-25 18:03:00,10,18,여름,연안,모터보트,4.0,레저보트,34.76417,126.29528,1.64,14.7,227.0,1.6,34.76142,126.30901,34.77666,126.28973,0.015241,-0.01928,2.44,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0198,2019-09-26 08:22:00,9,8,여름,연안,어선,4.0,소형어선,34.66139,126.25639,2.29,11.1,221.0,1.6,34.71005,126.32076,34.7079,126.30731,-0.002143,-0.013451,1.251,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0199,2019-03-15 17:44:00,3,17,겨울,연안,예부선,4.0,기타,35.27806,126.11667,1.89,3.4,328.0,1.6,35.26334,126.1054,35.26268,126.11844,-0.000654,0.013038,1.184,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0200,2024-08-23 23:34:00,8,23,여름,외해,어선,4.0,소형어선,35.36139,125.74556,4.91,8.5,242.0,0.9,35.34909,125.73652,35.33248,125.73587,-0.016618,-0.000656,1.846,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0201,2020-08-25 09:11:00,8,9,여름,연안,어선,4.0,소형어선,35.45028,126.36306,0.86,8.2,157.0,1.6,35.45097,126.35707,35.45509,126.35003,0.004124,-0.007036,0.784,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0202,2021-05-06 19:32:00,5,19,여름,외해,어선,4.0,소형어선,34.37639,125.96778,0.72,12.9,189.0,0.9,34.3873,125.97065,34.39023,125.96834,0.002938,-0.002312,0.389,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0203,2012-07-14 10:30:00,7,10,여름,연안,기타,4.0,기타,34.78611,126.4,1.33,6.2,252.0,1.6,34.77098,126.38257,34.76495,126.38454,-0.006028,0.001972,0.693,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0204,2018-06-16 13:05:00,6,13,여름,연안,어선,4.0,소형어선,34.315,126.09444,1.23,5.8,245.0,1.6,34.33814,126.12195,34.33296,126.11861,-0.005182,-0.003339,0.652,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0205,2024-06-11 01:19:00,6,1,여름,연안,예부선,4.0,기타,34.76361,126.29833,1.57,3.0,214.0,1.6,34.7618,126.29666,34.76188,126.29917,8.1e-05,0.00251,0.229,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0206,2019-09-07 10:34:00,9,10,여름,외해,어선,4.0,소형어선,34.77833,125.91139,1.22,6.0,180.0,0.9,34.79149,125.91986,34.79586,125.91813,0.004374,-0.001723,0.51,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0207,2011-08-08 06:10:00,8,6,여름,연안,어선,4.0,소형어선,34.83333,126.23333,1.98,4.4,215.0,1.6,34.85215,126.25153,34.84128,126.25647,-0.010872,0.004937,1.288,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0208,2021-11-17 18:23:00,11,18,겨울,외해,화물선,4.0,기타,34.66667,125.88306,4.21,5.1,325.0,0.9,34.6768,125.92349,34.67334,125.93801,-0.003455,0.014516,1.38,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0209,2013-08-21 16:50:00,8,16,여름,연안,어선,4.0,소형어선,34.33806,126.22278,3.22,11.4,240.0,1.6,34.31776,126.2003,34.31377,126.19698,-0.003986,-0.003314,0.537,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0210,2024-07-01 13:10:00,7,13,여름,외해,어선,4.0,소형어선,34.68583,125.43778,0.73,5.3,265.0,0.9,34.68363,125.43923,34.68306,125.4384,-0.000566,-0.000836,0.099,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0211,2011-08-01 15:34:00,8,15,여름,연안,어선,4.0,소형어선,34.16667,126.18333,1.18,3.6,237.0,1.6,34.18441,126.20799,34.18059,126.2023,-0.003827,-0.005686,0.673,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0212,2019-07-24 11:24:00,7,11,여름,외해,어선,4.0,소형어선,35.2,125.9,3.09,4.8,214.0,0.9,35.22918,125.92693,35.23073,125.92301,0.001544,-0.003921,0.395,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0213,2020-11-27 16:00:00,11,16,겨울,연안,어선,4.0,소형어선,34.86417,126.34667,2.33,3.9,292.0,1.6,34.86308,126.35683,34.86197,126.36959,-0.001109,0.012759,1.169,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0214,2022-10-12 12:01:00,10,12,여름,연안,기타,4.0,기타,34.81861,126.31417,2.53,8.3,235.0,1.6,34.7868,126.28621,34.78285,126.28156,-0.003946,-0.004648,0.609,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0215,2015-07-04 20:35:00,7,20,여름,연안,예부선,4.0,기타,34.75722,126.32917,1.18,4.8,261.0,1.6,34.77539,126.35646,34.7689,126.35604,-0.006484,-0.000413,0.721,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0216,2024-05-12 03:45:00,5,3,여름,연안,낚시어선,4.0,소형어선,34.36556,126.13361,1.11,4.7,187.0,1.6,34.37234,126.13521,34.37521,126.12945,0.002873,-0.005764,0.617,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0217,2013-02-23 11:40:00,2,11,겨울,연안,어선,4.0,소형어선,34.83972,126.23472,6.54,2.3,325.0,1.6,34.84225,126.26364,34.83346,126.28143,-0.00879,0.017793,1.892,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0218,2022-09-28 15:45:00,9,15,여름,연안,모터보트,4.0,레저보트,34.83444,126.38361,2.42,8.8,230.0,1.6,34.88993,126.44296,34.8803,126.45741,-0.009629,0.014457,1.696,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0219,2020-02-29 09:30:00,2,9,겨울,연안,기타,4.0,기타,34.66083,126.25306,1.48,5.4,3.0,1.6,34.67289,126.2715,34.68022,126.27975,0.007332,0.008256,1.109,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0220,2021-11-26 16:55:00,11,16,겨울,연안,모터보트,4.0,레저보트,34.81417,126.33806,3.43,5.0,307.0,1.6,34.79601,126.3523,34.78925,126.36717,-0.006766,0.014875,1.55,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0221,2024-09-06 11:15:00,9,11,여름,연안,화물선,4.0,기타,34.065,126.15944,2.3,8.9,185.0,1.6,34.09215,126.18195,34.09753,126.1656,0.005378,-0.01635,1.618,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0222,2015-08-20 00:08:00,8,0,여름,외해,어선,4.0,소형어선,34.75,125.81667,2.12,8.3,282.0,0.9,34.76804,125.85846,34.76657,125.84697,-0.001464,-0.01149,1.06,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0223,2024-04-07 09:12:00,4,9,여름,연안,모터보트,4.0,레저보트,34.32056,126.08806,1.77,3.2,269.0,1.6,34.31665,126.0942,34.32029,126.08595,0.003646,-0.008249,0.858,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0224,2012-10-25 09:00:00,10,9,여름,연안,어선,4.0,소형어선,35.32222,126.16028,3.48,4.3,213.0,1.6,35.29225,126.11709,35.30299,126.10379,0.010744,-0.013307,1.695,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0225,2015-10-25 12:48:00,10,12,여름,외해,어선,4.0,소형어선,34.31417,125.57361,1.49,1.6,198.0,0.9,34.30611,125.56178,34.30787,125.56281,0.00176,0.001033,0.217,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0226,2017-11-20 11:28:00,11,11,겨울,연안,어선,4.0,소형어선,34.13333,126.01667,1.38,4.1,305.0,1.6,34.12101,126.00838,34.11686,126.01769,-0.004143,0.009305,0.971,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0227,2019-06-05 10:28:00,6,10,여름,외해,요트,4.0,레저보트,34.8025,125.86889,1.74,4.9,207.0,0.9,34.79744,125.85202,34.7893,125.85662,-0.008138,0.004593,0.996,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0228,2022-11-06 18:54:00,11,18,겨울,연안,모터보트,4.0,레저보트,34.73889,126.36444,3.62,5.9,290.0,1.6,34.72273,126.3829,34.70722,126.40236,-0.015501,0.019459,2.472,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0229,2020-10-13 12:31:00,10,12,여름,연안,낚시어선,4.0,소형어선,34.76806,126.3025,2.68,10.6,199.0,1.6,34.8297,126.37169,34.83069,126.36216,0.000989,-0.009526,0.876,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0230,2020-02-25 07:58:00,2,7,겨울,연안,예부선,4.0,기타,34.74056,126.22667,2.3,6.3,338.0,1.6,34.76675,126.27175,34.76593,126.28292,-0.000827,0.011172,1.023,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0231,2019-01-04 08:51:00,1,8,겨울,외해,낚시어선,4.0,소형어선,34.15,125.67083,6.32,1.8,353.0,0.9,34.13023,125.65857,34.13152,125.68344,0.001289,0.024871,2.289,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0232,2017-05-04 15:25:00,5,15,여름,외해,어선,4.0,소형어선,34.13333,125.95,1.1,2.1,263.0,0.9,34.1409,125.96082,34.14752,125.96232,0.006628,0.001504,0.749,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0233,2011-09-24 00:57:00,9,0,여름,외해,어선,4.0,소형어선,34.89167,125.84444,0.66,4.3,254.0,0.9,34.89829,125.85254,34.9022,125.85443,0.003913,0.001894,0.467,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0234,2022-06-25 10:23:00,6,10,여름,연안,어선,4.0,소형어선,34.83528,126.00083,3.37,1.0,235.0,1.6,34.86574,126.03982,34.86319,126.04027,-0.002547,0.000445,0.286,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0235,2018-09-23 03:56:00,9,3,여름,연안,낚시어선,4.0,소형어선,34.7,126.35,3.95,6.7,241.0,1.6,34.75312,126.43712,34.7759,126.42706,0.022782,-0.010056,2.69,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0236,2024-12-02 10:17:00,12,10,겨울,연안,유조선,4.0,기타,34.27917,126.15583,2.15,5.4,348.0,1.6,34.24222,126.12248,34.24711,126.13733,0.00489,0.014841,1.465,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0237,2024-08-16 18:52:00,8,18,여름,연안,예부선,4.0,기타,34.77194,126.38333,1.26,6.1,213.0,1.6,34.76081,126.36963,34.76106,126.36353,0.000245,-0.006097,0.557,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0238,2021-01-06 23:27:00,1,23,겨울,외해,화물선,4.0,기타,34.64278,125.96583,3.4,7.4,305.0,0.9,34.62393,125.9732,34.62242,125.98772,-0.001515,0.014525,1.337,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0239,2016-03-06 10:32:00,3,10,겨울,연안,어선,4.0,소형어선,35.15583,126.28306,4.74,7.2,339.0,1.6,35.11752,126.29272,35.0987,126.28886,-0.01882,-0.003866,2.118,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0240,2021-12-07 09:08:00,12,9,겨울,외해,어선,4.0,소형어선,34.53611,125.92972,5.08,6.0,4.0,0.9,34.53011,125.96415,34.52937,125.98828,-0.000743,0.024131,2.208,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0241,2021-09-12 03:52:00,9,3,여름,연안,어선,4.0,소형어선,34.83028,126.1475,2.22,6.5,208.0,1.6,34.82183,126.13629,34.82665,126.11576,0.004819,-0.020537,1.946,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0242,2022-06-11 06:39:00,6,6,여름,연안,어선,4.0,소형어선,34.78944,126.02167,0.68,6.2,220.0,1.6,34.79784,126.03416,34.80371,126.03097,0.00587,-0.003191,0.714,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0243,2011-08-16 16:00:00,8,16,여름,연안,어선,4.0,소형어선,34.86667,126.13333,1.92,13.0,256.0,1.6,34.89472,126.17961,34.89069,126.17957,-0.004034,-4.5e-05,0.448,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0244,2022-10-25 06:41:00,10,6,여름,연안,화물선,4.0,기타,34.51583,126.1325,1.77,7.1,163.0,1.6,34.54888,126.16176,34.54719,126.14941,-0.001696,-0.012349,1.145,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0245,2020-11-05 14:40:00,11,14,겨울,연안,여객선,4.0,기타,34.78222,126.34167,1.94,7.7,330.0,1.6,34.74567,126.31038,34.74798,126.31859,0.002309,0.00821,0.791,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0246,2019-12-23 14:44:00,12,14,겨울,연안,어선,4.0,소형어선,34.78139,126.38778,1.89,2.1,311.0,1.6,34.75118,126.35658,34.75787,126.37066,0.006686,0.014078,1.483,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0247,2024-10-17 07:56:00,10,7,여름,연안,어선,4.0,소형어선,34.30194,126.24972,3.15,14.5,223.0,1.6,34.27356,126.2353,34.27968,126.23329,0.006125,-0.002012,0.704,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0248,2022-05-17 08:52:00,5,8,여름,연안,어선,4.0,소형어선,34.84806,126.22639,2.94,7.2,196.0,1.6,34.86176,126.22164,34.85289,126.21703,-0.008869,-0.004605,1.07,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0249,2021-07-19 17:51:00,7,17,여름,연안,요트,4.0,레저보트,34.59389,126.26583,1.46,6.3,250.0,1.6,34.58962,126.27076,34.58826,126.27888,-0.001355,0.008123,0.757,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0250,2022-08-25 10:30:00,8,10,여름,연안,어선,4.0,소형어선,34.36528,126.13306,4.38,3.5,218.0,1.6,34.44105,126.21481,34.43957,126.21296,-0.001474,-0.001853,0.236,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0251,2020-08-06 14:58:00,8,14,여름,연안,어선,4.0,소형어선,34.78167,126.27806,1.47,3.6,173.0,1.6,34.80336,126.29833,34.80311,126.30798,-0.000248,0.009655,0.881,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0252,2021-11-14 11:08:00,11,11,겨울,외해,어선,4.0,소형어선,34.45,125.96667,3.62,5.8,299.0,0.9,34.41144,125.95538,34.41921,125.97499,0.00777,0.019607,1.991,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0253,2019-09-20 22:36:00,9,22,여름,연안,어선,4.0,소형어선,34.75611,126.31444,0.9,4.5,214.0,1.6,34.7489,126.30394,34.74458,126.29883,-0.004319,-0.005113,0.669,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0254,2019-03-23 11:56:00,3,11,겨울,외해,여객선,4.0,기타,34.68333,125.56667,1.21,5.4,310.0,0.9,34.68854,125.58048,34.68579,125.59043,-0.002744,0.009955,0.958,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0255,2015-09-14 21:15:00,9,21,여름,연안,낚시어선,4.0,소형어선,34.78917,126.34528,1.99,3.6,248.0,1.6,34.76216,126.31824,34.76921,126.31026,0.007052,-0.007975,1.068,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0256,2022-10-05 17:11:00,10,17,여름,연안,유도선,4.0,기타,34.50667,126.19667,1.73,4.6,192.0,1.6,34.4902,126.17022,34.48606,126.167,-0.004138,-0.00322,0.546,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0257,2015-03-21 08:00:00,3,8,겨울,연안,예부선,4.0,기타,34.75028,126.36667,2.28,7.9,286.0,1.6,34.72993,126.36329,34.73459,126.37332,0.004663,0.010024,1.051,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0258,2020-11-01 09:18:00,11,9,겨울,연안,모터보트,4.0,레저보트,34.73861,126.35944,5.37,8.1,261.0,1.6,34.76727,126.47704,34.76939,126.5036,0.002116,0.026556,2.434,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0259,2015-05-08 22:40:00,5,22,여름,연안,어선,4.0,소형어선,34.03333,126.08333,1.72,5.3,212.0,1.6,34.04886,126.10336,34.05032,126.08727,0.001459,-0.016087,1.489,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0260,2022-12-21 15:02:00,12,15,겨울,연안,어선,4.0,소형어선,34.61583,126.01528,1.73,3.3,331.0,1.6,34.62546,126.03457,34.62104,126.0524,-0.00442,0.017831,1.701,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0261,2022-10-19 10:15:00,10,10,여름,연안,어선,4.0,소형어선,34.33639,126.12028,1.21,8.6,271.0,1.6,34.34016,126.13734,34.33971,126.1445,-0.000452,0.007159,0.658,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0262,2021-08-11 14:45:00,8,14,여름,외해,어선,4.0,소형어선,35.105,125.96444,1.35,5.4,181.0,0.9,35.10686,125.96058,35.1012,125.96323,-0.005656,0.00265,0.672,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0263,2021-04-21 06:00:00,4,6,여름,연안,어선,4.0,소형어선,34.26667,126.10139,2.58,4.8,190.0,1.6,34.32115,126.16178,34.32157,126.16004,0.000424,-0.00174,0.166,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0264,2012-01-23 11:20:00,1,11,겨울,연안,어선,4.0,소형어선,34.8,126.33333,1.09,9.9,311.0,1.6,34.79594,126.34476,34.79603,126.35912,8.8e-05,0.014363,1.309,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0265,2015-05-03 20:00:00,5,20,여름,외해,어선,4.0,소형어선,33.53333,124.6,4.21,4.4,202.0,0.9,33.54333,124.5934,33.54833,124.59403,0.005009,0.000626,0.559,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0266,2011-07-21 16:10:00,7,16,여름,외해,어선,4.0,소형어선,35.1,125.91667,2.18,18.0,261.0,0.9,35.1023,125.93608,35.09435,125.932,-0.007947,-0.004083,0.957,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0267,2022-09-24 21:25:00,9,21,여름,연안,어선,4.0,소형어선,34.8,126.36028,3.67,4.1,198.0,1.6,34.81618,126.36191,34.8187,126.35271,0.002516,-0.009202,0.884,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0268,2019-09-07 09:40:00,9,9,여름,연안,모터보트,4.0,레저보트,34.78333,126.43333,3.87,7.9,234.0,1.6,34.82703,126.48085,34.82672,126.475,-0.000311,-0.005852,0.535,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0269,2011-05-05 20:20:00,5,20,여름,연안,어선,4.0,소형어선,34.8,126.35,1.99,2.1,237.0,1.6,34.78827,126.33621,34.79323,126.34204,0.004966,0.005832,0.766,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0270,2019-03-29 20:39:00,3,20,겨울,외해,어선,4.0,소형어선,34.8575,125.95556,2.68,1.9,304.0,0.9,34.87049,125.97868,34.86773,125.9853,-0.002765,0.006611,0.676,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0271,2021-01-13 13:25:00,1,13,겨울,연안,어선,4.0,소형어선,35.11861,126.17583,1.83,4.9,331.0,1.6,35.09898,126.16484,35.09785,126.17783,-0.00113,0.012991,1.186,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0272,2018-09-11 13:00:00,9,13,여름,외해,어선,4.0,소형어선,35.03,125.95583,1.31,4.7,238.0,0.9,35.024,125.94659,35.01548,125.9474,-0.008519,0.000808,0.948,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
